lat,lon,alt,date,device,os,version
38.8975830078,-76.9826965332,30.8073234558,2013-03-28 02:18:40,"iPhone5,1",6.1.3,1.1
38.8920021057,-76.9893798828,34,2013-03-28 11:33:20,"iPhone5,1",6.1.3,1.1
38.8911094666,-77.0150604248,31,2013-03-28 11:46:08,"iPhone5,1",6.1.3,1.1
38.888381958,-77.0280609131,31,2013-03-28 11:56:48,"iPhone5,1",6.1.3,1.1
38.8886146545,-77.0452957153,31,2013-03-28 12:22:24,"iPhone5,1",6.1.3,1.1
38.897693634,-77.0675506592,31,2013-03-28 12:30:56,"iPhone5,1",6.1.3,1.1
38.8854064941,-77.0573959351,55.7643737793,2013-03-28 22:43:12,"iPhone5,1",6.1.3,1.1
38.8923187256,-77.040397644,32.3776245117,2013-03-28 22:49:36,"iPhone5,1",6.1.3,1.1
38.8920097351,-77.0222625732,31,2013-03-28 22:58:08,"iPhone5,1",6.1.3,1.1
38.8923835754,-77.0124282837,31,2013-03-28 23:02:24,"iPhone5,1",6.1.3,1.1
38.8921318054,-77.0031356812,31,2013-03-28 23:08:48,"iPhone5,1",6.1.3,1.1
38.8957977295,-76.9937515259,32.7460670471,2013-03-28 23:13:04,"iPhone5,1",6.1.3,1.1
38.8964385986,-76.9854278564,27.5905742645,2013-03-28 23:36:32,"iPhone5,1",6.1.3,1.1
38.9003143311,-76.9883651733,15.7486753464,2013-03-28 23:45:04,"iPhone5,1",6.1.3,1.1
38.8963012695,-76.9852905273,27.8234004974,2013-03-29 02:59:12,"iPhone5,1",6.1.3,1.1
38.889289856,-77.0024108887,28.1127243042,2013-03-29 11:48:16,"iPhone5,1",6.1.3,1.1
38.8955917358,-77.0437927246,31,2013-03-29 12:03:12,"iPhone5,1",6.1.3,1.1
38.906463623,-77.0570373535,31,2013-03-29 12:11:44,"iPhone5,1",6.1.3,1.1
38.8972625732,-77.0701828003,68.879196167,2013-03-29 12:26:40,"iPhone5,1",6.1.3,1.1
38.9059562683,-77.0720062256,60.704498291,2013-03-29 13:02:56,"iPhone5,1",6.1.3,1.1
38.9108734131,-77.074508667,82,2013-03-29 13:11:28,"iPhone5,1",6.1.3,1.1
38.9061813354,-77.0628433228,82,2013-03-29 14:13:20,"iPhone5,1",6.1.3,1.1
38.8980102539,-77.0701065063,60.4940910339,2013-03-29 14:21:52,"iPhone5,1",6.1.3,1.1
38.8973922729,-77.0705947876,56.4450378418,2013-03-29 19:05:36,"iPhone5,1",6.1.3,1.1
38.8979225159,-77.0684280396,60.7947235107,2013-03-29 19:20:32,"iPhone5,1",6.1.3,1.1
38.9051170349,-77.06275177,73.3225250244,2013-03-29 21:41:20,"iPhone5,1",6.1.3,1.1
38.8989868164,-77.0357131958,33.4486999512,2013-03-29 22:00:32,"iPhone5,1",6.1.3,1.1
38.893699646,-77.0219802856,31.3913154602,2013-03-29 22:06:56,"iPhone5,1",6.1.3,1.1
38.893283844,-77.0135040283,23.6137313843,2013-03-29 22:13:20,"iPhone5,1",6.1.3,1.1
38.8945655823,-77.0003738403,31,2013-03-29 23:10:56,"iPhone5,1",6.1.3,1.1
38.8963813782,-76.985534668,28.7394447327,2013-03-29 23:23:44,"iPhone5,1",6.1.3,1.1
38.9851379395,-76.8882293701,33.874961853,2013-03-30 03:54:40,"iPhone5,1",6.1.3,1.1
39.214138031,-76.6721954346,33.874961853,2013-03-30 04:13:52,"iPhone5,1",6.1.3,1.1
39.2827529907,-76.6193618774,33.874961853,2013-03-30 04:24:32,"iPhone5,1",6.1.3,1.1
39.3266143799,-76.6227416992,34.0256233215,2013-03-30 04:41:36,"iPhone5,1",6.1.3,1.1
39.415348053,-76.6075286865,101.326721191,2013-03-30 04:52:16,"iPhone5,1",6.1.3,1.1
39.4071502686,-76.5750579834,101.326721191,2013-03-30 04:56:32,"iPhone5,1",6.1.3,1.1
39.4087486267,-76.5672683716,123.666633606,2013-03-30 05:17:52,"iPhone5,1",6.1.3,1.1
39.4149169922,-76.5727233887,119.856559753,2013-03-30 19:31:12,"iPhone5,1",6.1.3,1.1
39.4289932251,-76.6260452271,126.98008728,2013-03-30 19:39:44,"iPhone5,1",6.1.3,1.1
39.4140167236,-76.6626358032,127.866691589,2013-03-30 20:07:28,"iPhone5,1",6.1.3,1.1
39.3481063843,-76.6453170776,108.484344482,2013-03-30 20:13:52,"iPhone5,1",6.1.3,1.1
39.352645874,-76.6362304688,130.624938965,2013-03-30 20:35:12,"iPhone5,1",6.1.3,1.1
39.3451194763,-76.6272354126,91.9044036865,2013-03-30 20:39:28,"iPhone5,1",6.1.3,1.1
39.349697113,-76.6097488403,79.5865402222,2013-03-30 20:54:24,"iPhone5,1",6.1.3,1.1
39.3437728882,-76.62084198,77.1613693237,2013-03-30 21:39:12,"iPhone5,1",6.1.3,1.1
39.3311195374,-76.6322937012,73,2013-03-30 21:47:44,"iPhone5,1",6.1.3,1.1
39.3412857056,-76.6328048706,73,2013-03-30 22:19:44,"iPhone5,1",6.1.3,1.1
39.358833313,-76.6361618042,132,2013-03-30 22:30:24,"iPhone5,1",6.1.3,1.1
39.3541984558,-76.6366271973,132,2013-03-30 22:36:48,"iPhone5,1",6.1.3,1.1
39.3437461853,-76.65965271,132,2013-03-30 23:04:32,"iPhone5,1",6.1.3,1.1
39.3518943787,-76.6373519897,132,2013-03-30 23:19:28,"iPhone5,1",6.1.3,1.1
39.3659133911,-76.6443252563,132,2013-03-30 23:34:24,"iPhone5,1",6.1.3,1.1
39.4227104187,-76.6149749756,131.261581421,2013-03-30 23:42:56,"iPhone5,1",6.1.3,1.1
39.4035987854,-76.6001205444,131.261581421,2013-03-30 23:57:52,"iPhone5,1",6.1.3,1.1
39.4087371826,-76.5674209595,124.651809692,2013-03-31 01:10:24,"iPhone5,1",6.1.3,1.1
39.4107971191,-76.5875015259,117.586212158,2013-03-31 12:54:24,"iPhone5,1",6.1.3,1.1
39.4833259583,-76.6438827515,117.586212158,2013-03-31 13:05:04,"iPhone5,1",6.1.3,1.1
39.4956283569,-76.6382751465,135.461425781,2013-03-31 13:20:00,"iPhone5,1",6.1.3,1.1
39.456413269,-76.6458587646,137.991485596,2013-03-31 14:30:24,"iPhone5,1",6.1.3,1.1
39.411113739,-76.5791397095,137.991485596,2013-03-31 14:38:56,"iPhone5,1",6.1.3,1.1
39.4087905884,-76.5671691895,124.153625488,2013-03-31 14:45:20,"iPhone5,1",6.1.3,1.1
39.2687034607,-76.5901870728,112.65852356,2013-03-31 15:23:44,"iPhone5,1",6.1.3,1.1
39.2430610657,-76.6917572021,30.1000976562,2013-03-31 15:28:00,"iPhone5,1",6.1.3,1.1
39.1844940186,-76.7808685303,70.8987121582,2013-03-31 15:34:24,"iPhone5,1",6.1.3,1.1
39.1202850342,-76.868598938,94.9855041504,2013-03-31 15:38:40,"iPhone5,1",6.1.3,1.1
39.0501823425,-76.931022644,57.7986907959,2013-03-31 15:42:56,"iPhone5,1",6.1.3,1.1
39.0158576965,-77.0034179688,93.5765075684,2013-03-31 15:49:20,"iPhone5,1",6.1.3,1.1
39.0199661255,-77.0132064819,106.257354736,2013-03-31 15:53:36,"iPhone5,1",6.1.3,1.1
38.9915733337,-77.0363845825,80.9462890625,2013-03-31 15:57:52,"iPhone5,1",6.1.3,1.1
38.960269928,-77.036491394,81.5186767578,2013-03-31 16:04:16,"iPhone5,1",6.1.3,1.1
38.9380378723,-77.0364379883,44.1998558044,2013-03-31 16:08:32,"iPhone5,1",6.1.3,1.1
38.9334983826,-77.0364608765,65.6801147461,2013-03-31 16:17:04,"iPhone5,1",6.1.3,1.1
38.9264183044,-77.0367431641,61.8244590759,2013-03-31 16:23:28,"iPhone5,1",6.1.3,1.1
38.9169807434,-77.0417556763,36.1598167419,2013-03-31 16:27:44,"iPhone5,1",6.1.3,1.1
38.9202651978,-77.0177230835,50,2013-03-31 23:17:20,"iPhone5,1",6.1.3,1.1
38.8994903564,-77.0088043213,50,2013-03-31 23:25:52,"iPhone5,1",6.1.3,1.1
38.8982009888,-76.9887695312,48.8290786743,2013-03-31 23:30:08,"iPhone5,1",6.1.3,1.1
38.9958839417,-76.8776016235,31.3151054382,2013-04-01 00:21:20,"iPhone5,1",6.1.3,1.1
39.0139846802,-76.8600006104,54.9968681335,2013-04-01 00:36:16,"iPhone5,1",6.1.3,1.1
39.0541038513,-76.8401947021,61.4784889221,2013-04-01 00:40:32,"iPhone5,1",6.1.3,1.1
39.1047935486,-76.7919692993,50.1915626526,2013-04-01 00:51:12,"iPhone5,1",6.1.3,1.1
39.2357368469,-76.6170730591,43.4464416504,2013-04-01 01:04:00,"iPhone5,1",6.1.3,1.1
39.2664108276,-76.5656585693,43.4464416504,2013-04-01 01:10:24,"iPhone5,1",6.1.3,1.1
39.3360099792,-76.5165023804,25.8541870117,2013-04-01 01:14:40,"iPhone5,1",6.1.3,1.1
39.4087982178,-76.5671310425,23.9028873444,2013-04-01 01:29:36,"iPhone5,1",6.1.3,1.1
39.4112205505,-76.5893936157,123.999237061,2013-04-01 11:01:20,"iPhone5,1",6.1.3,1.1
39.3685379028,-76.6482696533,123.999237061,2013-04-01 11:09:52,"iPhone5,1",6.1.3,1.1
39.3452339172,-76.6394577026,127.025650024,2013-04-01 11:22:40,"iPhone5,1",6.1.3,1.1
39.309879303,-76.6170425415,88.3136749268,2013-04-01 11:29:04,"iPhone5,1",6.1.3,1.1
39.310836792,-76.6252746582,86.6842041016,2013-04-01 11:44:00,"iPhone5,1",6.1.3,1.1
39.2084465027,-76.6889343262,86.6842041016,2013-04-01 12:03:12,"iPhone5,1",6.1.3,1.1
39.05701828,-76.7159957886,86.6842041016,2013-04-01 12:13:52,"iPhone5,1",6.1.3,1.1
38.9159355164,-76.9877319336,86.6842041016,2013-04-01 12:33:04,"iPhone5,1",6.1.3,1.1
38.8983268738,-77.0031890869,39.6004829407,2013-04-01 12:48:00,"iPhone5,1",6.1.3,1.1
38.8958282471,-77.0291519165,39.6004829407,2013-04-01 12:54:24,"iPhone5,1",6.1.3,1.1
38.8966293335,-77.0433578491,39.6004829407,2013-04-01 13:09:20,"iPhone5,1",6.1.3,1.1
38.8974304199,-77.0708770752,56.3843765259,2013-04-01 13:22:08,"iPhone5,1",6.1.3,1.1
38.9051628113,-77.0645751953,82,2013-04-01 22:38:56,"iPhone5,1",6.1.3,1.1
38.8981590271,-77.0489730835,82,2013-04-01 22:51:44,"iPhone5,1",6.1.3,1.1
38.891166687,-77.03490448,14.6167125702,2013-04-01 23:13:04,"iPhone5,1",6.1.3,1.1
38.89270401,-77.0181274414,18.0967540741,2013-04-02 00:00:00,"iPhone5,1",6.1.3,1.1
38.8917579651,-76.989730835,34,2013-04-02 00:12:48,"iPhone5,1",6.1.3,1.1
38.8962783813,-76.9853363037,28.7908592224,2013-04-02 01:06:08,"iPhone5,1",6.1.3,1.1
38.893535614,-76.9913711548,34.0478591919,2013-04-02 12:26:40,"iPhone5,1",6.1.3,1.1
38.8889389038,-77.0080032349,34,2013-04-02 12:33:04,"iPhone5,1",6.1.3,1.1
38.8887252808,-77.0287475586,33.2827987671,2013-04-02 12:37:20,"iPhone5,1",6.1.3,1.1
38.8862686157,-77.0476379395,31.7555770874,2013-04-02 12:48:00,"iPhone5,1",6.1.3,1.1
38.8962554932,-77.0624237061,31.7555770874,2013-04-02 12:56:32,"iPhone5,1",6.1.3,1.1
38.8975791931,-77.0708770752,52.0612792969,2013-04-02 13:05:04,"iPhone5,1",6.1.3,1.1
38.9062614441,-77.0541381836,54.3782310486,2013-04-03 01:08:16,"iPhone5,1",6.1.3,1.1
38.8977546692,-77.0349807739,49.1710853577,2013-04-03 01:29:36,"iPhone5,1",6.1.3,1.1
38.8980293274,-77.0149230957,45.0168457031,2013-04-03 01:33:52,"iPhone5,1",6.1.3,1.1
38.8921318054,-76.9912796021,45.0168457031,2013-04-03 01:44:32,"iPhone5,1",6.1.3,1.1
38.8963546753,-76.9854431152,29.0969047546,2013-04-03 01:48:48,"iPhone5,1",6.1.3,1.1
38.8919525146,-76.9891052246,34,2013-04-03 11:41:52,"iPhone5,1",6.1.3,1.1
38.8920898438,-77.0174255371,31,2013-04-03 11:56:48,"iPhone5,1",6.1.3,1.1
38.8921279907,-77.0368270874,31,2013-04-03 12:18:08,"iPhone5,1",6.1.3,1.1
38.9011688232,-77.0560684204,52.4686126709,2013-04-03 12:37:20,"iPhone5,1",6.1.3,1.1
38.8994789124,-77.0696258545,61.8528213501,2013-04-03 12:50:08,"iPhone5,1",6.1.3,1.1
38.9021148682,-77.063041687,70.247177124,2013-04-03 22:41:04,"iPhone5,1",6.1.3,1.1
38.896396637,-77.047416687,31.6745815277,2013-04-03 22:56:00,"iPhone5,1",6.1.3,1.1
38.8920516968,-77.040222168,12.0591392517,2013-04-03 23:02:24,"iPhone5,1",6.1.3,1.1
38.8922843933,-77.0182723999,19.0061092377,2013-04-03 23:13:04,"iPhone5,1",6.1.3,1.1
38.8909072876,-76.9962539673,24.0935935974,2013-04-03 23:30:08,"iPhone5,1",6.1.3,1.1
38.8962478638,-76.9853591919,27.0268764496,2013-04-03 23:34:24,"iPhone5,1",6.1.3,1.1
38.8964538574,-76.9854888916,28.5302791595,2013-04-04 01:50:56,"iPhone5,1",6.1.3,1.1
38.8920898438,-76.9883499146,33.9908828735,2013-04-04 12:39:28,"iPhone5,1",6.1.3,1.1
38.8888168335,-76.9926986694,33.9999313354,2013-04-04 12:48:00,"iPhone5,1",6.1.3,1.1
38.8842277527,-76.9957962036,34,2013-04-04 12:58:40,"iPhone5,1",6.1.3,1.1
38.8879547119,-77.0157241821,34,2013-04-04 13:05:04,"iPhone5,1",6.1.3,1.1
38.8964500427,-77.0352325439,34,2013-04-04 13:13:36,"iPhone5,1",6.1.3,1.1
38.895160675,-77.0671234131,34,2013-04-04 13:22:08,"iPhone5,1",6.1.3,1.1
38.9066009521,-77.0513839722,51.5852279663,2013-04-04 23:00:16,"iPhone5,1",6.1.3,1.1
38.8971061707,-77.0455551147,56.9060211182,2013-04-04 23:15:12,"iPhone5,1",6.1.3,1.1
38.8938980103,-77.0335693359,45.6274337769,2013-04-04 23:25:52,"iPhone5,1",6.1.3,1.1
38.8965148926,-76.9854202271,29.6682949066,2013-04-05 01:21:04,"iPhone5,1",6.1.3,1.1
38.8882141113,-77.0056991577,31,2013-04-05 11:54:40,"iPhone5,1",6.1.3,1.1
38.8896484375,-77.0158233643,27.054479599,2013-04-05 12:03:12,"iPhone5,1",6.1.3,1.1
38.8913078308,-77.0417022705,4.24564027786,2013-04-05 12:18:08,"iPhone5,1",6.1.3,1.1
38.8925895691,-77.0563583374,9.73483657837,2013-04-05 12:48:00,"iPhone5,1",6.1.3,1.1
38.8977241516,-77.0699768066,28.0443344116,2013-04-05 12:58:40,"iPhone5,1",6.1.3,1.1
38.9024925232,-77.0523223877,55.0038261414,2013-04-05 22:11:12,"iPhone5,1",6.1.3,1.1
38.8920898438,-77.0293884277,27.6147155762,2013-04-05 22:26:08,"iPhone5,1",6.1.3,1.1
38.8924789429,-77.0190505981,15.6525278091,2013-04-05 22:30:24,"iPhone5,1",6.1.3,1.1
38.8920783997,-76.9939804077,34,2013-04-05 22:45:20,"iPhone5,1",6.1.3,1.1
38.8950157166,-76.9860458374,26.4771766663,2013-04-05 22:49:36,"iPhone5,1",6.1.3,1.1
38.8961906433,-76.9965820312,32.8671112061,2013-04-06 16:38:24,"iPhone5,1",6.1.3,1.1
38.8962364197,-77.0162353516,31,2013-04-06 16:46:56,"iPhone5,1",6.1.3,1.1
38.8961524963,-77.0220565796,31,2013-04-06 17:01:52,"iPhone5,1",6.1.3,1.1
38.8981399536,-77.0272445679,31,2013-04-06 19:22:40,"iPhone5,1",6.1.3,1.1
38.8969993591,-77.0216369629,16.7737808228,2013-04-06 19:37:36,"iPhone5,1",6.1.3,1.1
38.9032516479,-77.0216751099,44.8521575928,2013-04-06 19:46:08,"iPhone5,1",6.1.3,1.1
38.900390625,-77.0166549683,47.9061965942,2013-04-06 19:54:40,"iPhone5,1",6.1.3,1.1
38.8956604004,-77.0090103149,31,2013-04-06 20:01:04,"iPhone5,1",6.1.3,1.1
38.8965759277,-76.9854812622,29.0169506073,2013-04-06 20:11:44,"iPhone5,1",6.1.3,1.1
