day,dist,ln.dist
2014-9-11,8.718119205,2.165403527
2014-9-12,21.8984251,3.086414721
2014-9-13,21.50840177,3.068443639
2014-9-14,5.327863707,1.672950352
2014-9-15,13.53754155,2.605466681
2014-9-16,11.10213489,2.407137422
2014-9-17,18.0731418,2.894426958
2014-9-18,27.24839746,3.304994711
2014-9-19,9.383822409,2.238987186
2014-9-20,46.8883961,3.847770227
2014-9-21,18.49569397,2.917537946
2014-9-22,25.00935318,3.219249882
2014-9-23,12.28991322,2.508778863
2014-9-24,21.22377817,3.055122165
2014-9-26,3.698869782,1.308027309
2014-9-27,26.55976509,3.27939748
2014-9-28,1.181076333,0.166426169
2014-9-29,16.22883353,2.786789508
2014-9-30,19.31808089,2.961041491
2014-10-1,22.53068126,3.114877992
2014-10-2,9.820432966,2.284465212
2014-10-3,242.7182462,5.49190129
2014-10-4,5.94822191,1.783092336
2014-10-5,223.5762839,5.409752671
2014-10-6,11.80333695,2.468382284
2014-10-7,18.69588128,2.928303247
2014-10-8,18.50433999,2.918005299
2014-10-9,12.3823779,2.516274325
2014-10-10,19.55330958,2.97314456
2014-10-11,21.58030287,3.071780994
2014-10-12,15.68652683,2.75280218
2014-10-13,23.95980346,3.176377571
2014-10-14,12.54652685,2.529443882
2014-10-15,19.02297167,2.945647284
2014-10-16,11.03422656,2.401001947
2014-10-17,17.66475189,2.871571235
2014-10-18,196.2632641,5.279456942
2014-10-19,32.86940074,3.492542156
2014-10-20,182.4613965,5.206538625
2014-10-22,22.19590729,3.099907916
2014-10-23,13.56506938,2.607498061
2014-10-24,2.402660352,0.876576603
2014-10-25,24.4923595,3.198361212
2014-10-26,8.238388622,2.108804769
2014-10-27,14.54982561,2.677579008
2014-10-28,3.608230479,1.28321748
2014-10-29,19.34317244,2.962339512
2014-10-30,10.54125449,2.355296558
2014-10-31,21.23297049,3.055555185
2014-11-1,23.38968348,3.152295048
2014-11-2,0.33343753,-1.098299747
2014-11-4,2.702122215,0.99403747
2014-11-5,9.581965571,2.259882745
2014-11-6,9.98085691,2.300668949
2014-11-8,21.12652031,3.050529138
2014-11-9,5.717463577,1.743525277
2014-11-10,8.427700904,2.131524007
2014-11-11,17.90796947,2.885245836
2014-11-12,18.46512598,2.915883871
2014-11-13,8.54875069,2.145785154
2014-11-14,17.57679621,2.866579635
2014-11-15,26.39976283,3.273355026
2014-11-17,8.617494074,2.153794332
2014-11-18,8.129017494,2.095440067
2014-11-19,8.846790909,2.180054784
2014-11-20,19.45199322,2.967949544
2014-11-21,3.409690761,1.226621601
2014-11-22,14.37026435,2.665161096
2014-11-23,36.72108869,3.603351214
2014-11-24,180.0030446,5.192973765
2014-11-25,33.7083353,3.517745145
2014-11-26,4.855948644,1.580204478
2014-11-27,14.69638132,2.687601295
2014-11-28,35.11096505,3.558513476
2014-11-29,209.1417443,5.343012224
2014-11-30,17.8678828,2.883004845
2014-12-1,20.37505831,3.014311521
2014-12-2,12.59427655,2.533242469
2014-12-3,13.37330296,2.593260403
2014-12-4,13.02714093,2.567034945
2014-12-5,2.647383035,0.973571618
2014-12-6,17.69332411,2.873187399
2014-12-7,16.25434653,2.788360352
2014-12-8,16.93095882,2.829143829
2014-12-9,8.633813105,2.155686251
2014-12-10,8.651983628,2.157788616
2014-12-11,18.04066846,2.892628568
2014-12-12,16.68853671,2.814722059
2014-12-13,25.45030651,3.236727786
2014-12-14,7.457810176,2.009261829
2014-12-15,14.4311526,2.669389245
2014-12-16,11.62967287,2.453559838
2014-12-17,8.486469965,2.138473127
2014-12-18,14.524832,2.675859736
2014-12-19,8.214131839,2.105856066
2014-12-20,16.86717119,2.825369199
2014-12-21,9.150569542,2.213816122
2014-12-22,189.5860121,5.244842811
2014-12-23,142.5552071,4.959729343
2014-12-24,20.25666334,3.008483793
2014-12-25,26.72594754,3.285634911
2014-12-26,7.62201307,2.031040517
2014-12-27,29.33259428,3.378699331
2014-12-28,67.69458248,4.215006154
2014-12-29,18.02824693,2.891939802
2014-12-30,46.84856206,3.846920316
2014-12-31,182.2605138,5.205437058
