index,date,lat,lon,alt,device,os,version
238,3/12/13 12:48,38.89736176,-77.07080078,38.44476318,"iPhone5,1",6.0.1,1.1
239,3/12/13 21:45,38.90498352,-77.06104279,72.80928802,"iPhone5,1",6.0.1,1.1
240,3/12/13 21:54,38.90015411,-77.0496521,34.53007507,"iPhone5,1",6.0.1,1.1
241,3/12/13 21:58,38.89380646,-77.04404449,32,"iPhone5,1",6.0.1,1.1
242,3/12/13 22:13,38.89113235,-77.02092743,32,"iPhone5,1",6.0.1,1.1
243,3/12/13 22:26,38.89204025,-76.99833679,4.753491879,"iPhone5,1",6.0.1,1.1
244,3/12/13 22:41,38.89640045,-76.98538971,28.27254486,"iPhone5,1",6.0.1,1.1
245,3/12/13 23:30,38.89686966,-77.01932526,23.67730713,"iPhone5,1",6.0.1,1.1
246,3/13/13 1:29,38.89779663,-76.9838028,33.23469543,"iPhone5,1",6.0.1,1.1
247,3/13/13 13:02,38.8908844,-76.98947144,31.95119476,"iPhone5,1",6.0.1,1.1
248,3/13/13 13:11,38.88746262,-76.99515533,33.72284317,"iPhone5,1",6.0.1,1.1
249,3/13/13 13:41,38.89646149,-77.07130432,67,"iPhone5,1",6.0.1,1.1
250,3/13/13 22:51,38.90647507,-77.05825806,66.11756134,"iPhone5,1",6.0.1,1.1
251,3/13/13 23:00,38.89818954,-77.05028534,16.80631256,"iPhone5,1",6.0.1,1.1
252,3/13/13 23:15,38.89237976,-77.04003906,23.17311287,"iPhone5,1",6.0.1,1.1
253,3/13/13 23:25,38.89222336,-77.01902771,32,"iPhone5,1",6.0.1,1.1
254,3/13/13 23:40,38.88732147,-76.99620056,35,"iPhone5,1",6.0.1,1.1
255,3/13/13 23:53,38.89655304,-76.98561859,31.98834038,"iPhone5,1",6.0.1,1.1
256,3/14/13 12:48,38.88905334,-77.00894165,33.84824753,"iPhone5,1",6.0.1,1.1
257,3/14/13 13:00,38.88857269,-77.04717255,25.4144268,"iPhone5,1",6.0.1,1.1
258,3/14/13 13:15,38.89831924,-77.07102203,50.8293457,"iPhone5,1",6.0.1,1.1
259,3/15/13 0:06,38.90511703,-77.05734253,83,"iPhone5,1",6.0.1,1.1
260,3/15/13 0:21,38.90284348,-77.05134583,48.90265274,"iPhone5,1",6.0.1,1.1
261,3/15/13 0:36,38.89434433,-77.00398254,32,"iPhone5,1",6.0.1,1.1
262,3/15/13 0:49,38.89572906,-76.9911499,35,"iPhone5,1",6.0.1,1.1
263,3/15/13 1:04,38.89643097,-76.98544312,33.51067734,"iPhone5,1",6.0.1,1.1
264,3/15/13 11:41,38.89116669,-77.00052643,34.00934601,"iPhone5,1",6.0.1,1.1
265,3/15/13 11:56,38.89210892,-77.02666473,32,"iPhone5,1",6.0.1,1.1
266,3/15/13 12:09,38.8950882,-77.04568481,9.582567215,"iPhone5,1",6.0.1,1.1
267,3/15/13 12:16,38.90306091,-77.05156708,35.25320816,"iPhone5,1",6.0.1,1.1
268,3/15/13 12:28,38.89808273,-77.06764984,51.41213226,"iPhone5,1",6.0.1,1.1
269,3/15/13 22:56,38.90510178,-77.06684875,83,"iPhone5,1",6.0.1,1.1
270,3/15/13 23:10,38.89462662,-77.04490662,32,"iPhone5,1",6.0.1,1.1
271,3/15/13 23:19,38.89204788,-77.02986145,21.91110802,"iPhone5,1",6.0.1,1.1
272,3/15/13 23:25,38.89199066,-77.01624298,32,"iPhone5,1",6.0.1,1.1
273,3/15/13 23:32,38.89201736,-77.00508881,32,"iPhone5,1",6.0.1,1.1
274,3/15/13 23:42,38.89243698,-76.98379517,32.70688248,"iPhone5,1",6.0.1,1.1
275,3/16/13 0:44,38.89658737,-76.98643494,31.9547596,"iPhone5,1",6.0.1,1.1
276,3/16/13 0:53,38.89595032,-76.99465942,35,"iPhone5,1",6.0.1,1.1
277,3/16/13 1:01,38.8955574,-77.00390625,22.67270279,"iPhone5,1",6.0.1,1.1
278,3/16/13 1:12,38.89794159,-77.02392578,32,"iPhone5,1",6.0.1,1.1
279,3/16/13 5:26,38.91442108,-77.03199768,48.40196228,"iPhone5,1",6.0.1,1.1
280,3/16/13 6:26,38.91068649,-77.02705383,52,"iPhone5,1",6.0.1,1.1
281,3/16/13 6:32,38.90138245,-77.01889801,52,"iPhone5,1",6.0.1,1.1
282,3/16/13 6:43,38.89521408,-76.99501801,31.63812447,"iPhone5,1",6.0.1,1.1
283,3/16/13 6:49,38.89637756,-76.98545837,32.23578644,"iPhone5,1",6.0.1,1.1
